Input Data
----------

Decay Rate A = 0.00016045073624072808 /s
Decay Rate B = 2.1158338844931175e-05 /s
Initial Count A = 100.0
Initial Count B = 0.0
Initial Count C = 0.0
Time Delta = 112.5 s
Final Time = 180000 s


Output Data
-----------

Max N(B)
--------
Analytical : 73.51066601554557 at t = 14544.604692043175 s
Numerical  : 73.71588431232347 at t = 14400.0 s

   Time                          Analytical                                             Numerical                         
    (s)             N (A)     |    N (B)     |    N (C)              N (A)     |    N (B)     |    N (C)     |  N (total)   
   162337.5     4.87368206E-10|3.71281373    |96.2871863         3.84163076E-10|3.69764292    |96.3023571    |100           
   162450.0     4.78649789E-10|3.70398658    |96.2960134         3.77228661E-10|3.68884138    |96.3111586    |100           
   162562.5     4.70087333E-10|3.69518042    |96.3048196         3.70419417E-10|3.68006078    |96.3199392    |100           
   162675.0     4.61678049E-10|3.68639519    |96.3136048         3.63733084E-10|3.67130108    |96.3286989    |100           
   162787.5     4.53419196E-10|3.67763085    |96.3223691         3.57167444E-10|3.66256224    |96.3374378    |100           
   162900.0     4.45308085E-10|3.66888735    |96.3311126         3.50720319E-10|3.65384419    |96.3461558    |100           
   163012.5     4.37342071E-10|3.66016464    |96.3398354         3.44389569E-10|3.6451469     |96.3548531    |100           
   163125.0     4.2951856E-10 |3.65146266    |96.3485373         3.38173094E-10|3.63647031    |96.3635297    |100           
   163237.5     4.21835001E-10|3.64278137    |96.3572186         3.3206883E-10 |3.62781437    |96.3721856    |100           
   163350.0     4.14288892E-10|3.63412072    |96.3658793         3.26074753E-10|3.61917903    |96.380821     |100           
   163462.5     4.06877773E-10|3.62548066    |96.3745193         3.20188872E-10|3.61056425    |96.3894357    |100           
   163575.0     3.99599231E-10|3.61686115    |96.3831389         3.14409237E-10|3.60196998    |96.39803      |100           
   163687.5     3.92450892E-10|3.60826212    |96.3917379         3.08733927E-10|3.59339616    |96.4066038    |100           
   163800.0     3.85430428E-10|3.59968354    |96.4003165         3.03161061E-10|3.58484276    |96.4151572    |100           
   163912.5     3.78535552E-10|3.59112536    |96.4088746         2.9768879E-10 |3.57630971    |96.4236903    |100           
   164025.0     3.71764017E-10|3.58258752    |96.4174125         2.92315296E-10|3.56779697    |96.432203     |100           
   164137.5     3.65113616E-10|3.57406998    |96.42593           2.87038798E-10|3.5593045     |96.4406955    |100           
   164250.0     3.58582183E-10|3.56557269    |96.4344273         2.81857545E-10|3.55083224    |96.4491678    |100           
   164362.5     3.52167589E-10|3.55709561    |96.4429044         2.76769817E-10|3.54238015    |96.4576199    |100           
   164475.0     3.45867744E-10|3.54863868    |96.4513613         2.71773926E-10|3.53394817    |96.4660518    |100           
   164587.5     3.39680595E-10|3.54020185    |96.4597981         2.66868214E-10|3.52553627    |96.4744637    |100           
   164700.0     3.33604128E-10|3.53178508    |96.4682149         2.62051054E-10|3.51714439    |96.4828556    |100           
   164812.5     3.2763636E-10 |3.52338833    |96.4766117         2.57320847E-10|3.50877248    |96.4912275    |100           
   164925.0     3.21775349E-10|3.51501153    |96.4849885         2.52676023E-10|3.50042051    |96.4995795    |100           
   165037.5     3.16019184E-10|3.50665465    |96.4933453         2.48115042E-10|3.49208841    |96.5079116    |100           
   165150.0     3.10365989E-10|3.49831764    |96.5016824         2.4363639E-10 |3.48377615    |96.5162239    |100           
   165262.5     3.04813924E-10|3.49000045    |96.5099995         2.39238581E-10|3.47548367    |96.5245163    |100           
   165375.0     2.99361178E-10|3.48170304    |96.518297          2.34920155E-10|3.46721093    |96.5327891    |100           
   165487.5     2.94005974E-10|3.47342535    |96.5265746         2.3067968E-10 |3.45895788    |96.5410421    |100           
   165600.0     2.88746569E-10|3.46516734    |96.5348327         2.26515748E-10|3.45072448    |96.5492755    |100           
   165712.5     2.83581248E-10|3.45692897    |96.543071          2.22426979E-10|3.44251067    |96.5574893    |100           
   165825.0     2.78508329E-10|3.44871018    |96.5512898         2.18412014E-10|3.43431642    |96.5656836    |100           
   165937.5     2.73526157E-10|3.44051093    |96.5594891         2.14469523E-10|3.42614167    |96.5738583    |100           
   166050.0     2.68633111E-10|3.43233118    |96.5676688         2.10598196E-10|3.41798638    |96.5820136    |100           
   166162.5     2.63827595E-10|3.42417087    |96.5758291         2.0679675E-10 |3.4098505     |96.5901495    |100           
   166275.0     2.59108044E-10|3.41602997    |96.58397           2.03063922E-10|3.40173399    |96.598266     |100           
   166387.5     2.5447292E-10 |3.40790842    |96.5920916         1.99398475E-10|3.3936368     |96.6063632    |100           
   166500.0     2.49920713E-10|3.39980617    |96.6001938         1.95799191E-10|3.38555888    |96.6144411    |100           
   166612.5     2.45449939E-10|3.39172319    |96.6082768         1.92264877E-10|3.37750019    |96.6224998    |100           
   166725.0     2.41059141E-10|3.38365943    |96.6163406         1.8879436E-10 |3.36946068    |96.6305393    |100           
   166837.5     2.3674689E-10 |3.37561484    |96.6243852         1.85386488E-10|3.36144031    |96.6385597    |100           
   166950.0     2.32511779E-10|3.36758938    |96.6324106         1.82040131E-10|3.35343903    |96.646561     |100           
   167062.5     2.28352429E-10|3.35958299    |96.640417          1.78754177E-10|3.3454568     |96.6545432    |100           
   167175.0     2.24267485E-10|3.35159564    |96.6484044         1.75527538E-10|3.33749356    |96.6625064    |100           
   167287.5     2.20255616E-10|3.34362728    |96.6563727         1.72359142E-10|3.32954928    |96.6704507    |100           
   167400.0     2.16315514E-10|3.33567787    |96.6643221         1.69247937E-10|3.32162391    |96.6783761    |100           
   167512.5     2.12445896E-10|3.32774735    |96.6722526         1.66192892E-10|3.31371741    |96.6862826    |100           
   167625.0     2.086455E-10  |3.31983569    |96.6801643         1.63192993E-10|3.30582972    |96.6941703    |100           
   167737.5     2.04913089E-10|3.31194284    |96.6880572         1.60247244E-10|3.29796081    |96.7020392    |100           
   167850.0     2.01247446E-10|3.30406875    |96.6959312         1.57354668E-10|3.29011063    |96.7098894    |100           
   167962.5     1.97647376E-10|3.29621339    |96.7037866         1.54514304E-10|3.28227914    |96.7177209    |100           
   168075.0     1.94111708E-10|3.2883767     |96.7116233         1.51725212E-10|3.27446629    |96.7255337    |100           
   168187.5     1.90639288E-10|3.28055864    |96.7194414         1.48986464E-10|3.26667203    |96.733328     |100           
   168300.0     1.87228986E-10|3.27275917    |96.7272408         1.46297153E-10|3.25889633    |96.7411037    |100           
   168412.5     1.8387969E-10 |3.26497824    |96.7350218         1.43656386E-10|3.25113914    |96.7488609    |100           
   168525.0     1.80590309E-10|3.25721582    |96.7427842         1.41063287E-10|3.24340041    |96.7565996    |100           
   168637.5     1.7735977E-10 |3.24947184    |96.7505282         1.38516995E-10|3.2356801     |96.7643199    |100           
   168750.0     1.74187022E-10|3.24174628    |96.7582537         1.36016665E-10|3.22797817    |96.7720218    |100           
   168862.5     1.71071031E-10|3.23403909    |96.7659609         1.33561468E-10|3.22029457    |96.7797054    |100           
   168975.0     1.6801078E-10 |3.22635021    |96.7736498         1.31150589E-10|3.21262926    |96.7873707    |100           
   169087.5     1.65005274E-10|3.21867962    |96.7813204         1.28783228E-10|3.20498219    |96.7950178    |100           
   169200.0     1.62053533E-10|3.21102727    |96.7889727         1.26458599E-10|3.19735333    |96.8026467    |100           
   169312.5     1.59154594E-10|3.20339311    |96.7966069         1.24175932E-10|3.18974263    |96.8102574    |100           
   169425.0     1.56307515E-10|3.1957771     |96.8042229         1.21934469E-10|3.18215005    |96.81785      |100           
   169537.5     1.53511365E-10|3.18817919    |96.8118208         1.19733465E-10|3.17457553    |96.8254245    |100           
   169650.0     1.50765236E-10|3.18059935    |96.8194006         1.17572191E-10|3.16701905    |96.832981     |100           
   169762.5     1.48068231E-10|3.17303753    |96.8269625         1.1544993E-10 |3.15948055    |96.8405194    |100           
   169875.0     1.45419473E-10|3.16549369    |96.8345063         1.13365977E-10|3.15196       |96.84804      |100           
   169987.5     1.42818098E-10|3.15796779    |96.8420322         1.11319641E-10|3.14445735    |96.8555427    |100           
   170100.0     1.40263257E-10|3.15045977    |96.8495402         1.09310243E-10|3.13697255    |96.8630274    |100           
   170212.5     1.3775412E-10 |3.14296961    |96.8570304         1.07337115E-10|3.12950558    |96.8704944    |100           
   170325.0     1.35289869E-10|3.13549726    |96.8645027         1.05399604E-10|3.12205637    |96.8779436    |100           
   170437.5     1.32869699E-10|3.12804267    |96.8719573         1.03497067E-10|3.1146249     |96.8853751    |100           
   170550.0     1.30492824E-10|3.1206058     |96.8793942         1.01628872E-10|3.10721112    |96.8927889    |100           
   170662.5     1.28158468E-10|3.11318662    |96.8868134         9.97943986E-11|3.09981498    |96.900185     |100           
   170775.0     1.25865871E-10|3.10578507    |96.8942149         9.79930391E-11|3.09243645    |96.9075635    |100           
   170887.5     1.23614285E-10|3.09840112    |96.9015989         9.62241953E-11|3.08507549    |96.9149245    |100           
   171000.0     1.21402978E-10|3.09103473    |96.9089653         9.44872805E-11|3.07773204    |96.922268     |100           
   171112.5     1.19231228E-10|3.08368584    |96.9163142         9.27817182E-11|3.07040607    |96.9295939    |100           
   171225.0     1.17098328E-10|3.07635444    |96.9236456         9.11069425E-11|3.06309755    |96.9369025    |100           
   171337.5     1.15003583E-10|3.06904046    |96.9309595         8.94623977E-11|3.05580642    |96.9441936    |100           
   171450.0     1.1294631E-10 |3.06174387    |96.9382561         8.78475381E-11|3.04853264    |96.9514674    |100           
   171562.5     1.1092584E-10 |3.05446463    |96.9455354         8.62618279E-11|3.04127618    |96.9587238    |100           
   171675.0     1.08941513E-10|3.04720269    |96.9527973         8.47047408E-11|3.03403699    |96.965963     |100           
   171787.5     1.06992683E-10|3.03995802    |96.960042          8.31757603E-11|3.02681503    |96.973185     |100           
   171900.0     1.05078716E-10|3.03273057    |96.9672694         8.1674379E-11 |3.01961026    |96.9803897    |100           
   172012.5     1.03198987E-10|3.02552031    |96.9744797         8.02000986E-11|3.01242264    |96.9875774    |100           
   172125.0     1.01352884E-10|3.01832719    |96.9816728         7.87524301E-11|3.00525213    |96.9947479    |100           
   172237.5     9.95398054E-11|3.01115117    |96.9888488         7.73308929E-11|2.99809869    |97.0019013    |100           
   172350.0     9.77591608E-11|3.00399221    |96.9960078         7.59350156E-11|2.99096228    |97.0090377    |100           
   172462.5     9.60103697E-11|2.99685027    |97.0031497         7.45643348E-11|2.98384285    |97.0161571    |100           
   172575.0     9.42928623E-11|2.98972531    |97.0102747         7.32183958E-11|2.97674037    |97.0232596    |100           
   172687.5     9.2606079E-11 |2.98261729    |97.0173827         7.18967519E-11|2.9696548     |97.0303452    |100           
   172800.0     9.09494702E-11|2.97552617    |97.0244738         7.05989647E-11|2.96258609    |97.0374139    |100           
   172912.5     8.93224961E-11|2.96845191    |97.0315481         6.93246034E-11|2.95553421    |97.0444658    |100           
   173025.0     8.77246265E-11|2.96139447    |97.0386055         6.80732452E-11|2.94849911    |97.0515009    |100           
   173137.5     8.61553409E-11|2.9543538     |97.0456462         6.6844475E-11 |2.94148076    |97.0585192    |100           
   173250.0     8.46141278E-11|2.94732988    |97.0526701         6.56378849E-11|2.93447911    |97.0655209    |100           
   173362.5     8.31004852E-11|2.94032266    |97.0596773         6.44530746E-11|2.92749414    |97.0725059    |100           
   173475.0     8.16139197E-11|2.93333209    |97.0666679         6.3289651E-11 |2.92052578    |97.0794742    |100           
   173587.5     8.01539471E-11|2.92635814    |97.0736419         6.2147228E-11 |2.91357402    |97.086426     |100           
   173700.0     7.87200916E-11|2.91940078    |97.0805992         6.10254265E-11|2.9066388     |97.0933612    |100           
   173812.5     7.73118861E-11|2.91245996    |97.08754           5.99238744E-11|2.89972009    |97.1002799    |100           
   173925.0     7.59288715E-11|2.90553563    |97.0944644         5.8842206E-11 |2.89281785    |97.1071822    |100           
   174037.5     7.45705974E-11|2.89862777    |97.1013722         5.77800626E-11|2.88593203    |97.114068     |100           
   174150.0     7.32366212E-11|2.89173634    |97.1082637         5.67370915E-11|2.87906261    |97.1209374    |100           
